match_id,start_time,win,hero_id,account_id,leaguename
5822428003,1612717669,false,98,469622125,YouTube SIVVIT - Big Russian Show
5822428003,1612717669,false,11,181886654,YouTube SIVVIT - Big Russian Show
5822428003,1612717669,false,95,260981052,YouTube SIVVIT - Big Russian Show
5822428003,1612717669,false,7,316971553,YouTube SIVVIT - Big Russian Show
5822428003,1612717669,false,58,119642296,YouTube SIVVIT - Big Russian Show
5822428003,1612717669,true,90,916737522,YouTube SIVVIT - Big Russian Show
5822428003,1612717669,true,70,130638090,YouTube SIVVIT - Big Russian Show
5822428003,1612717669,true,17,103289327,YouTube SIVVIT - Big Russian Show
5822428003,1612717669,true,38,381753634,YouTube SIVVIT - Big Russian Show
5822428003,1612717669,true,76,202013891,YouTube SIVVIT - Big Russian Show
5822448916,1612718623,false,129,1073462588,DIGI CUP MONTHLY
5822448916,1612718623,false,85,842298186,DIGI CUP MONTHLY
5822448916,1612718623,false,13,1018779721,DIGI CUP MONTHLY
5822448916,1612718623,false,9,912299593,DIGI CUP MONTHLY
5822448916,1612718623,false,93,137717304,DIGI CUP MONTHLY
5822448916,1612718623,true,10,189661472,DIGI CUP MONTHLY
5822448916,1612718623,true,112,348364012,DIGI CUP MONTHLY
5822448916,1612718623,true,107,1116748629,DIGI CUP MONTHLY
5822448916,1612718623,true,88,205892969,DIGI CUP MONTHLY
5822448916,1612718623,true,55,330025408,DIGI CUP MONTHLY
5822473597,1612719655,true,104,1025423590,DIGI CUP MONTHLY
5822473597,1612719655,true,69,952153979,DIGI CUP MONTHLY
5822473597,1612719655,true,41,1143783558,DIGI CUP MONTHLY
5822473597,1612719655,true,84,1130084989,DIGI CUP MONTHLY
5822473597,1612719655,true,65,881639584,DIGI CUP MONTHLY
5822473597,1612719655,false,109,1022208775,DIGI CUP MONTHLY
5822473597,1612719655,false,50,426000692,DIGI CUP MONTHLY
5822473597,1612719655,false,11,376749654,DIGI CUP MONTHLY
5822473597,1612719655,false,99,433929807,DIGI CUP MONTHLY
5822473597,1612719655,false,26,1026934932,DIGI CUP MONTHLY
5822491347,1612720480,false,25,916737522,YouTube SIVVIT - Big Russian Show
5822491347,1612720480,false,28,381753634,YouTube SIVVIT - Big Russian Show
5822491347,1612720480,false,46,103289327,YouTube SIVVIT - Big Russian Show
5822491347,1612720480,false,6,130638090,YouTube SIVVIT - Big Russian Show
5822491347,1612720480,false,76,202013891,YouTube SIVVIT - Big Russian Show
5822491347,1612720480,true,81,469622125,YouTube SIVVIT - Big Russian Show
5822491347,1612720480,true,13,181886654,YouTube SIVVIT - Big Russian Show
5822491347,1612720480,true,94,260981052,YouTube SIVVIT - Big Russian Show
5822491347,1612720480,true,86,316971553,YouTube SIVVIT - Big Russian Show
5822491347,1612720480,true,88,119642296,YouTube SIVVIT - Big Russian Show
5822569687,1612724313,true,2,916422562,DIGI CUP MONTHLY
5822569687,1612724313,true,87,1039722820,DIGI CUP MONTHLY
5822569687,1612724313,true,7,195612062,DIGI CUP MONTHLY
5822569687,1612724313,true,1,370671831,DIGI CUP MONTHLY
5822569687,1612724313,true,17,1133136564,DIGI CUP MONTHLY
5822569687,1612724313,false,60,223319767,DIGI CUP MONTHLY
5822569687,1612724313,false,42,999938945,DIGI CUP MONTHLY
5822569687,1612724313,false,119,1029535204,DIGI CUP MONTHLY
5822569687,1612724313,false,126,1066009682,DIGI CUP MONTHLY
5822569687,1612724313,false,37,856649910,DIGI CUP MONTHLY
5822652811,1612728820,true,98,916422562,DIGI CUP MONTHLY
5822652811,1612728820,true,62,370671831,DIGI CUP MONTHLY
5822652811,1612728820,true,11,1133136564,DIGI CUP MONTHLY
5822652811,1612728820,true,100,195612062,DIGI CUP MONTHLY
5822652811,1612728820,true,31,1039722820,DIGI CUP MONTHLY
5822652811,1612728820,false,2,223319767,DIGI CUP MONTHLY
5822652811,1612728820,false,22,856649910,DIGI CUP MONTHLY
5822652811,1612728820,false,67,999938945,DIGI CUP MONTHLY
5822652811,1612728820,false,26,1029535204,DIGI CUP MONTHLY
5822652811,1612728820,false,36,1066009682,DIGI CUP MONTHLY
5822903005,1612749939,true,44,136187546,DireTide League
5822903005,1612749939,true,102,218451239,DireTide League
5822903005,1612749939,true,11,1050074794,DireTide League
5822903005,1612749939,true,51,869277719,DireTide League
5822903005,1612749939,true,65,446942228,DireTide League
5822903005,1612749939,false,12,221743617,DireTide League
5822903005,1612749939,false,19,101968048,DireTide League
5822903005,1612749939,false,120,522916,DireTide League
5822903005,1612749939,false,40,420139438,DireTide League
5822903005,1612749939,false,104,1029834055,DireTide League
5822939865,1612752700,false,45,221743617,DireTide League
5822939865,1612752700,false,83,420139438,DireTide League
5822939865,1612752700,false,41,522916,DireTide League
5822939865,1612752700,false,74,101968048,DireTide League
5822939865,1612752700,false,6,1029834055,DireTide League
5822939865,1612752700,true,10,136187546,DireTide League
5822939865,1612752700,true,51,218451239,DireTide League
5822939865,1612752700,true,38,446942228,DireTide League
5822939865,1612752700,true,103,869277719,DireTide League
5822939865,1612752700,true,126,1050074794,DireTide League
5822974676,1612755376,true,72,851507111,WCAA冬季电子竞技挑战赛
5822974676,1612755376,true,38,136099804,WCAA冬季电子竞技挑战赛
5822974676,1612755376,true,91,192819341,WCAA冬季电子竞技挑战赛
5822974676,1612755376,true,107,140159807,WCAA冬季电子竞技挑战赛
5822974676,1612755376,true,126,911484384,WCAA冬季电子竞技挑战赛
5822974676,1612755376,false,42,102185479,WCAA冬季电子竞技挑战赛
5822974676,1612755376,false,7,141010367,WCAA冬季电子竞技挑战赛
5822974676,1612755376,false,129,217386639,WCAA冬季电子竞技挑战赛
5822974676,1612755376,false,74,230617400,WCAA冬季电子竞技挑战赛
5822974676,1612755376,false,111,136624722,WCAA冬季电子竞技挑战赛
5822998291,1612756728,false,51,131380551,DireTide League
5822998291,1612756728,false,95,96429099,DireTide League
5822998291,1612756728,false,98,135673679,DireTide League
5822998291,1612756728,false,110,75390186,DireTide League
5822998291,1612756728,false,74,104963314,DireTide League
5822998291,1612756728,true,93,262367336,DireTide League
5822998291,1612756728,true,126,141065684,DireTide League
5822998291,1612756728,true,102,137496334,DireTide League
5822998291,1612756728,true,100,146426211,DireTide League
5822998291,1612756728,true,21,150588364,DireTide League
5823030703,1612758677,true,114,230617400,WCAA冬季电子竞技挑战赛
5823030703,1612758677,true,42,102185479,WCAA冬季电子竞技挑战赛
5823030703,1612758677,true,96,217386639,WCAA冬季电子竞技挑战赛
